VELOCITY,TIME_START
32,-72000
46,-71000
69,-70000
59,-69000
48,-68000
32,-67000
68,-66000
51,-65000
31,-64000
50,-63000
42,-62000
56,-61000
37,-60000
52,-59000
30,-58000
65,-57000
48,-56000
58,-55000
56,-54000
48,-53000
64,-52000
45,-51000
40,-50000
42,-49000
53,-48000
34,-47000
39,-46000
37,-45000
56,-44000
56,-43000
51,-42000
67,-41000
62,-40000
63,-39000
50,-38000
56,-37000
56,-36000
41,-35000
30,-34000
36,-33000
60,-32000
58,-31000
58,-30000
53,-29000
56,-28000
39,-27000
39,-26000
36,-25000
38,-24000
34,-23000
67,-22000
68,-21000
65,-20000
42,-19000
64,-18000
67,-17000
66,-16000
68,-15000
61,-14000
64,-13000
61,-12000
55,-11000
42,-10000
42,-9000
38,-8000
69,-7000
69,-6000
51,-5000
34,-4000
55,-3000
58,-2000
67,-1000
50,0
34,1000
66,2000
39,3000
55,4000
68,5000
65,6000
32,7000
61,8000
66,9000
55,10000
45,11000
53,12000
48,13000
39,14000
43,15000
52,16000
47,17000
33,18000
66,19000
56,20000
45,21000
60,22000
65,23000
33,24000
43,25000
42,26000
45,27000
60,28000
49,29000
48,30000
54,31000
59,32000
32,33000
61,34000
44,35000
53,36000
57,37000
64,38000
46,39000
42,40000
34,41000
55,42000
51,43000
39,44000
30,45000
46,46000
44,47000
40,48000
53,49000
46,50000
59,51000
64,52000
52,53000
67,54000
43,55000
33,56000
42,57000
36,58000
50,59000
50,60000
57,61000
50,62000
38,63000
41,64000
33,65000
50,66000
66,67000
44,68000
43,69000
40,70000
40,71000
58,72000
59,73000
56,74000
69,75000
49,76000
56,77000
57,78000
57,79000
50,80000
41,81000
53,82000
32,83000
56,84000
66,85000
48,86000
49,87000
51,88000
46,89000
39,90000
61,91000
66,92000
39,93000
57,94000
37,95000
49,96000
48,97000
51,98000
68,99000
52,100000
53,101000
33,102000
42,103000
50,104000
52,105000
34,106000
41,107000
69,108000
63,109000
69,110000
45,111000
44,112000
68,113000
66,114000
32,115000
43,116000
34,117000
43,118000
69,119000
48,120000
47,121000
60,122000
64,123000
35,124000
59,125000
40,126000
59,127000
69,128000
38,129000
59,130000
64,131000
47,132000
48,133000
33,134000
33,135000
35,136000
55,137000
43,138000
60,139000
47,140000
61,141000
65,142000
34,143000
55,144000
32,145000
45,146000
64,147000
31,148000
50,149000
68,150000
52,151000
41,152000
51,153000
43,154000
67,155000
45,156000
40,157000
37,158000
65,159000
59,160000
69,161000
38,162000
50,163000
59,164000
49,165000
46,166000
69,167000
40,168000
63,169000
33,170000
46,171000
57,172000
34,173000
45,174000
44,175000
42,176000
48,177000
55,178000
51,179000
55,180000
36,181000
52,182000
67,183000
38,184000
66,185000
35,186000
60,187000
66,188000
36,189000
52,190000
49,191000
60,192000
43,193000
39,194000
66,195000
52,196000
35,197000
68,198000
30,199000
54,200000
37,201000
33,202000
62,203000
50,204000
55,205000
66,206000
56,207000
68,208000
32,209000
59,210000
51,211000
57,212000
51,213000
58,214000
47,215000
55,216000
69,217000
58,218000
55,219000
53,220000
64,221000
58,222000
56,223000
66,224000
63,225000
50,226000
63,227000
53,228000
57,229000
44,230000
44,231000
41,232000
55,233000
46,234000
58,235000
66,236000
43,237000
49,238000
66,239000
52,240000
68,241000
38,242000
53,243000
60,244000
39,245000
59,246000
44,247000
47,248000
61,249000
33,250000
41,251000
44,252000
44,253000
50,254000
61,255000
68,256000
47,257000
40,258000
64,259000
57,260000
45,261000
35,262000
51,263000
47,264000
35,265000
36,266000
42,267000
57,268000
38,269000
36,270000
55,271000
35,272000
63,273000
43,274000
31,275000
53,276000
56,277000
33,278000
37,279000
59,280000
40,281000
44,282000
52,283000
45,284000
67,285000
38,286000
57,287000
59,288000
51,289000
64,290000
59,291000
65,292000
62,293000
39,294000
66,295000
37,296000
66,297000
46,298000
30,299000
33,300000
34,301000
58,302000
63,303000
68,304000
42,305000
33,306000
34,307000
52,308000
67,309000
38,310000
42,311000
50,312000
42,313000
48,314000
39,315000
60,316000
31,317000
39,318000
56,319000
41,320000
59,321000
42,322000
31,323000
47,324000
45,325000
42,326000
31,327000
69,328000
60,329000
56,330000
53,331000
50,332000
46,333000
64,334000
41,335000
36,336000
42,337000
69,338000
60,339000
60,340000
44,341000
32,342000
36,343000
49,344000
62,345000
44,346000
57,347000
47,348000
48,349000
45,350000
49,351000
64,352000
45,353000
68,354000
64,355000
44,356000
67,357000
49,358000
61,359000
53,360000
46,361000
33,362000
51,363000
56,364000
49,365000
47,366000
46,367000
60,368000
36,369000
38,370000
67,371000
48,372000
64,373000
36,374000
43,375000
66,376000
64,377000
60,378000
51,379000
46,380000
36,381000
64,382000
34,383000
56,384000
37,385000
64,386000
63,387000
43,388000
44,389000
32,390000
45,391000
45,392000
30,393000
61,394000
48,395000
57,396000
68,397000
57,398000
30,399000
52,400000
53,401000
38,402000
31,403000
63,404000
60,405000
38,406000
42,407000
52,408000
64,409000
60,410000
40,411000
39,412000
36,413000
60,414000
65,415000
58,416000
59,417000
41,418000
37,419000
67,420000
45,421000
52,422000
55,423000
35,424000
40,425000
56,426000
43,427000
68,428000
67,429000
61,430000
55,431000
42,432000
30,433000
60,434000
59,435000
52,436000
35,437000
36,438000
51,439000
37,440000
51,441000
61,442000
42,443000
50,444000
52,445000
51,446000
64,447000
56,448000
67,449000
39,450000
43,451000
33,452000
40,453000
41,454000
57,455000
56,456000
39,457000
61,458000
50,459000
56,460000
39,461000
68,462000
42,463000
41,464000
61,465000
38,466000
34,467000
66,468000
55,469000
49,470000
67,471000
40,472000
46,473000
48,474000
60,475000
66,476000
61,477000
42,478000
51,479000
63,480000
51,481000
41,482000
47,483000
49,484000
30,485000
31,486000
36,487000
52,488000
53,489000
40,490000
40,491000
46,492000
47,493000
32,494000
64,495000
42,496000
57,497000
58,498000
38,499000
50,500000
55,501000
30,502000
44,503000
42,504000
66,505000
55,506000
61,507000
50,508000
41,509000
33,510000
39,511000
38,512000
36,513000
55,514000
50,515000
48,516000
68,517000
42,518000
53,519000
65,520000
42,521000
63,522000
54,523000
68,524000
62,525000
48,526000
53,527000
54,528000
38,529000
55,530000
67,531000
51,532000
34,533000
39,534000
42,535000
42,536000
39,537000
54,538000
64,539000
41,540000
52,541000
51,542000
68,543000
59,544000
47,545000
53,546000
43,547000
56,548000
33,549000
40,550000
47,551000
40,552000
58,553000
64,554000
59,555000
54,556000
38,557000
43,558000
50,559000
63,560000
45,561000
38,562000
36,563000
30,564000
59,565000
56,566000
61,567000
63,568000
40,569000
57,570000
38,571000
39,572000
48,573000
47,574000
51,575000
31,576000
50,577000
67,578000
56,579000
39,580000
38,581000
46,582000
41,583000
61,584000
69,585000
42,586000
47,587000
36,588000
34,589000
55,590000
37,591000
69,592000
42,593000
34,594000
54,595000
49,596000
48,597000
39,598000
36,599000
44,600000
39,601000
61,602000
46,603000
45,604000
40,605000
53,606000
46,607000
67,608000
66,609000
31,610000
47,611000
40,612000
53,613000
57,614000
53,615000
46,616000
33,617000
31,618000
53,619000
66,620000
69,621000
47,622000
59,623000
39,624000
54,625000
57,626000
62,627000
43,628000
53,629000
47,630000
50,631000
68,632000
39,633000
31,634000
67,635000
55,636000
33,637000
37,638000
33,639000
40,640000
47,641000
35,642000
67,643000
38,644000
37,645000
44,646000
46,647000
35,648000
55,649000
68,650000
62,651000
53,652000
58,653000
56,654000
34,655000
67,656000
32,657000
60,658000
43,659000
43,660000
43,661000
50,662000
38,663000
32,664000
69,665000
45,666000
34,667000
42,668000
42,669000
50,670000
38,671000
60,672000
47,673000
63,674000
68,675000
53,676000
45,677000
58,678000
43,679000
45,680000
36,681000
39,682000
63,683000
54,684000
31,685000
34,686000
52,687000
37,688000
38,689000
66,690000
55,691000
59,692000
50,693000
64,694000
69,695000
54,696000
62,697000
64,698000
34,699000
50,700000
63,701000
50,702000
60,703000
52,704000
56,705000
68,706000
34,707000
61,708000
53,709000
35,710000
36,711000
32,712000
45,713000
57,714000
42,715000
59,716000
42,717000
31,718000
35,719000
35,720000
65,721000
54,722000
53,723000
55,724000
46,725000
44,726000
33,727000
49,728000
59,729000
32,730000
39,731000
30,732000
42,733000
52,734000
64,735000
65,736000
41,737000
45,738000
61,739000
64,740000
65,741000
53,742000
68,743000
58,744000
48,745000
39,746000
48,747000
55,748000
31,749000
55,750000
38,751000
41,752000
43,753000
44,754000
65,755000
50,756000
48,757000
33,758000
50,759000
53,760000
43,761000
44,762000
45,763000
56,764000
43,765000
59,766000
42,767000
30,768000
61,769000
41,770000
37,771000
58,772000
49,773000
66,774000
47,775000
41,776000
51,777000
31,778000
31,779000
50,780000
35,781000
35,782000
55,783000
54,784000
44,785000
38,786000
64,787000
52,788000
30,789000
59,790000
61,791000
60,792000
51,793000
64,794000
51,795000
65,796000
57,797000
47,798000
64,799000
61,800000
38,801000
48,802000
31,803000
40,804000
42,805000
37,806000
68,807000
55,808000
63,809000
41,810000
51,811000
59,812000
34,813000
61,814000
43,815000
53,816000
39,817000
62,818000
38,819000
49,820000
31,821000
30,822000
38,823000
39,824000
64,825000
64,826000
43,827000
55,828000
33,829000
35,830000
52,831000
45,832000
46,833000
58,834000
59,835000
30,836000
53,837000
58,838000
45,839000
64,840000
34,841000
60,842000
33,843000
49,844000
63,845000
42,846000
58,847000
43,848000
52,849000
37,850000
43,851000
56,852000
57,853000
36,854000
40,855000
69,856000
42,857000
54,858000
41,859000
59,860000
45,861000
53,862000
47,863000
58,864000
65,865000
40,866000
58,867000
32,868000
56,869000
45,870000
38,871000
33,872000
60,873000
39,874000
55,875000
63,876000
50,877000
57,878000
57,879000
36,880000
55,881000
62,882000
38,883000
65,884000
38,885000
55,886000
40,887000
64,888000
56,889000
48,890000
40,891000
47,892000
45,893000
44,894000
54,895000
49,896000
36,897000
48,898000
60,899000
69,900000
41,901000
34,902000
58,903000
49,904000
54,905000
35,906000
63,907000
61,908000
68,909000
66,910000
63,911000
47,912000
32,913000
56,914000
62,915000
34,916000
62,917000
57,918000
34,919000
42,920000
51,921000
68,922000
45,923000
31,924000
55,925000
47,926000
62,927000
51,928000
48,929000
69,930000
69,931000
41,932000
52,933000
64,934000
50,935000
30,936000
62,937000
68,938000
48,939000
47,940000
44,941000
49,942000
56,943000
65,944000
53,945000
50,946000
66,947000
47,948000
57,949000
53,950000
39,951000
46,952000
49,953000
39,954000
47,955000
35,956000
42,957000
54,958000
47,959000
64,960000
60,961000
69,962000
67,963000
58,964000
60,965000
64,966000
37,967000
68,968000
59,969000
36,970000
37,971000
52,972000
31,973000
48,974000
35,975000
68,976000
51,977000
50,978000
54,979000
65,980000
54,981000
57,982000
60,983000
69,984000
62,985000
37,986000
39,987000
43,988000
56,989000
40,990000
64,991000
37,992000
57,993000
58,994000
64,995000
59,996000
39,997000
58,998000
62,999000
65,1000000
53,1001000
40,1002000
39,1003000
49,1004000
64,1005000
65,1006000
35,1007000
45,1008000
54,1009000
45,1010000
57,1011000
55,1012000
41,1013000
52,1014000
47,1015000
60,1016000
52,1017000
32,1018000
57,1019000
59,1020000
66,1021000
36,1022000
58,1023000
66,1024000
40,1025000
68,1026000
36,1027000
49,1028000
43,1029000
39,1030000
34,1031000
53,1032000
64,1033000
44,1034000
53,1035000
47,1036000
37,1037000
43,1038000
45,1039000
59,1040000
51,1041000
45,1042000
40,1043000
48,1044000
56,1045000
52,1046000
40,1047000
66,1048000
42,1049000
48,1050000
49,1051000
59,1052000
52,1053000
30,1054000
59,1055000
61,1056000
49,1057000
51,1058000
41,1059000
40,1060000
42,1061000
43,1062000
35,1063000
69,1064000
64,1065000
63,1066000
59,1067000
41,1068000
57,1069000
51,1070000
56,1071000
63,1072000
57,1073000
47,1074000
52,1075000
64,1076000
64,1077000
62,1078000
44,1079000
68,1080000
56,1081000
63,1082000
44,1083000
66,1084000
38,1085000
43,1086000
44,1087000
32,1088000
57,1089000
33,1090000
58,1091000
65,1092000
68,1093000
40,1094000
69,1095000
53,1096000
50,1097000
41,1098000
36,1099000
45,1100000
59,1101000
36,1102000
54,1103000
41,1104000
55,1105000
47,1106000
49,1107000
61,1108000
65,1109000
48,1110000
44,1111000
33,1112000
43,1113000
45,1114000
60,1115000
44,1116000
64,1117000
34,1118000
47,1119000
41,1120000
62,1121000
42,1122000
61,1123000
60,1124000
66,1125000
44,1126000
56,1127000
36,1128000
53,1129000
56,1130000
59,1131000
54,1132000
52,1133000
49,1134000
64,1135000
51,1136000
36,1137000
42,1138000
56,1139000
63,1140000
34,1141000
67,1142000
36,1143000
58,1144000
62,1145000
51,1146000
47,1147000
42,1148000
31,1149000
38,1150000
61,1151000
50,1152000
58,1153000
46,1154000
54,1155000
57,1156000
41,1157000
56,1158000
49,1159000
49,1160000
35,1161000
38,1162000
46,1163000
55,1164000
48,1165000
51,1166000
34,1167000
32,1168000
69,1169000
42,1170000
59,1171000
59,1172000
38,1173000
63,1174000
63,1175000
37,1176000
51,1177000
66,1178000
69,1179000
42,1180000
34,1181000
59,1182000
43,1183000
43,1184000
42,1185000
56,1186000
51,1187000
46,1188000
49,1189000
35,1190000
44,1191000
39,1192000
49,1193000
55,1194000
37,1195000
64,1196000
63,1197000
57,1198000
33,1199000
46,1200000
50,1201000
43,1202000
38,1203000
63,1204000
44,1205000
36,1206000
49,1207000
39,1208000
45,1209000
45,1210000
31,1211000
47,1212000
51,1213000
63,1214000
35,1215000
52,1216000
52,1217000
46,1218000
69,1219000
32,1220000
44,1221000
35,1222000
66,1223000
51,1224000
31,1225000
34,1226000
41,1227000
68,1228000
32,1229000
54,1230000
44,1231000
30,1232000
45,1233000
41,1234000
56,1235000
59,1236000
65,1237000
51,1238000
55,1239000
45,1240000
56,1241000
56,1242000
54,1243000
38,1244000
58,1245000
61,1246000
68,1247000
35,1248000
44,1249000
49,1250000
35,1251000
45,1252000
46,1253000
34,1254000
61,1255000
62,1256000
65,1257000
46,1258000
45,1259000
43,1260000
39,1261000
40,1262000
46,1263000
66,1264000
37,1265000
50,1266000
62,1267000
59,1268000
53,1269000
40,1270000
47,1271000
52,1272000
58,1273000
50,1274000
54,1275000
60,1276000
48,1277000
68,1278000
36,1279000
38,1280000
66,1281000
62,1282000
37,1283000
60,1284000
58,1285000
37,1286000
58,1287000
65,1288000
59,1289000
69,1290000
53,1291000
56,1292000
64,1293000
53,1294000
47,1295000
62,1296000
45,1297000
36,1298000
65,1299000
50,1300000
69,1301000
57,1302000
