NUMBER_SENSORS,NUMBER_DETECTIONS,TOTAL_TIME,CARS_PER_SECOND_BY_SENSOR,CARS_PER_SECOND_TOTAL,FREQUENCY,TIME_DATA
4,0,22.699802000045775,[0;0;0;0],0,8,1
4,0,21.532806999206542,[0;0;0;0],0,8,1
4,6,22.78234599876404,[1;3;1;1],1.5,8,1
4,8,21.85321499824524,[0;2;2;4],2,8,1
4,0,23.17115999984741,[0;0;0;0],0,8,1
4,9,21.34280299949646,[2;0;5;2],2.25,8,1
4,4,18.347660999298096,[2;1;0;1],1,8,1
4,0,18.384071001052856,[0;0;0;0],0,8,1
4,8,18.963520000457763,[1;2;4;1],2,8,1
4,5,33.69595000076294,[1;0;4;0],1.25,8,1
4,0,19.65193099975586,[0;0;0;0],0,8,1
4,8,23.5214939994812,[3;2;1;2],2,8,1
4,4,25.179752000808715,[0;0;3;1],1,8,1
4,0,18.939267999649047,[0;0;0;0],0,8,1
4,3,22.258800998687743,[2;0;0;1],0.75,8,1
4,10,21.30433399963379,[0;3;5;2],2.5,8,1
4,0,21.940170999526977,[0;0;0;0],0,8,1
4,9,21.470873998641967,[4;1;3;1],2.25,8,1
4,5,20.001129999160767,[1;2;1;1],1.25,8,1
4,0,23.57727799987793,[0;0;0;0],0,8,1
4,4,21.532313999176026,[1;1;1;1],1,8,1
4,8,18.511411001205445,[1;5;0;2],2,8,1
4,0,19.110514999389647,[0;0;0;0],0,8,1
4,7,20.50868099975586,[2;2;3;0],1.75,8,1
4,7,21.906831001281738,[3;0;2;2],1.75,8,1
4,0,20.14956799888611,[0;0;0;0],0,8,1
4,9,20.64780299949646,[2;2;3;2],2.25,8,1
4,6,20.33495599937439,[3;1;1;1],1.5,8,1
4,0,30.236048999786377,[0;0;0;0],0,8,1
4,3,18.333888999938964,[3;0;0;0],0.75,8,1
4,4,70.1966850013733,[1;1;1;1],1,8,1
4,0,18.26426900100708,[0;0;0;0],0,8,1
4,2,99.16267399978638,[0;0;0;2],0.5,8,1
4,8,21.857934999465943,[3;1;0;4],2,8,1
4,0,19.87368400001526,[0;0;0;0],0,8,1
4,4,22.997671998977662,[1;1;0;2],1,8,1
4,3,20.702839000701903,[2;1;0;0],0.75,8,1
4,0,22.700854000091553,[0;0;0;0],0,8,1
4,6,21.672111000061037,[2;0;0;4],1.5,8,1
4,13,18.886560998916625,[3;3;7;0],3.25,8,1
4,0,24.203562999725342,[0;0;0;0],0,8,1
4,10,19.979097999572755,[2;3;2;3],2.5,8,1
4,5,20.156673999786378,[0;1;2;2],1.25,8,1
4,0,19.052701000213624,[0;0;0;0],0,8,1
4,4,17.867051000595094,[0;1;1;2],1,8,1
4,8,20.5134969997406,[3;1;2;2],2,8,1
4,0,19.344624000549317,[0;0;0;0],0,8,1
4,1,18.33088199996948,[0;0;0;1],0.25,8,1
4,6,18.104445999145508,[2;1;1;2],1.5,8,1
4,0,25.464173000335695,[0;0;0;0],0,8,1
4,11,21.30372200012207,[1;6;1;3],2.75,8,1
4,7,17.85729099845886,[0;3;1;3],1.75,8,1
4,0,29.78701300048828,[0;0;0;0],0,8,1
4,3,24.057686000823974,[0;1;2;0],0.75,8,1
4,7,26.83550700187683,[1;3;2;1],1.75,8,1
4,0,17.286449001312256,[0;0;0;0],0,8,1
4,3,18.631963998794557,[0;2;1;0],0.75,8,1
4,4,20.377379999160766,[1;0;2;1],1,8,1
4,0,20.853998998641966,[0;0;0;0],0,8,1
4,9,17.981525001525878,[2;2;4;1],2.25,8,1
4,8,18.694573999404906,[2;2;3;1],2,8,1
4,0,19.447135000228883,[0;0;0;0],0,8,1
4,4,21.26031200027466,[1;2;0;1],1,8,1
4,7,18.99903200149536,[2;3;0;2],1.75,8,1
4,0,22.736420000076293,[0;0;0;0],0,8,2
4,7,20.53469400024414,[1.5;1.5;0;0.5],0.875,8,2
4,14,26.68389699935913,[2;3;1;1],1.75,8,2
4,13,20.22232500076294,[0;2.5;2;2],1.625,8,2
4,8,21.234982999801638,[1;0.5;2;0.5],1,8,2
4,15,19.3062439994812,[1.5;1;2.5;2.5],1.875,8,2
